movieid,movieName,releaseDate,rating,popularity
9548,The Adventures of Ford Fairlane,7/11/90,6.2,2.808428
18947,The Boat That Rocked,4/1/09,7.2,31.02233
1900,Traffic,12/27/00,6.9,25.170217
89,Indiana Jones and the Last Crusade,5/24/89,7.6,80.972475
96724,Anna Karenina,9/6/12,6.5,26.38704
198184,Chappie,3/4/15,6.6,116.700319
9481,The Bone Collector,11/4/99,6.5,33.884459
4547,Panic Room,3/29/02,6.5,53.043124
53953,The Tooth Fairy,8/8/06,4.3,0.716764
6415,Three Kings,9/27/99,6.6,34.973086
181283,Child 44,3/15/15,6.1,40.371098
9896,Rat Race,7/30/01,6,18.60049
167,K-PAX,10/22/01,7.1,30.920075
11232,Kate & Leopold,12/25/01,6,11.940711
1636,Bedazzled,10/19/00,5.6,19.348007
2148,The Cotton Club,12/14/84,6.6,8.59075
5176,3:10 to Yuma,9/6/07,6.9,48.801089
260346,Taken 3,12/16/14,6.1,88.844777
1389,Out of Sight,6/26/98,6.5,16.000178
9894,The Cable Guy,6/10/96,5.7,19.525659
7504,1947: Earth,9/16/98,6.6,1.246883
8592,Dick Tracy,6/15/90,5.9,7.859226
913,The Thomas Crown Affair,8/6/99,6.6,18.102572
11091,Riding in Cars with Boys,10/19/01,6.5,7.226115
1368,First Blood,10/22/82,7.2,63.071046
593,Солярис,3/20/72,7.7,24.132271
5393,Happily N'Ever After,9/14/06,4.6,10.410933
9095,Mary Reilly,2/23/96,5.7,6.067212
8874,My Best Friend's Wedding,6/19/97,6.3,15.401855
11467,America's Sweethearts,7/17/01,5.5,10.698929
320,Insomnia,5/24/02,6.8,41.322708
199,Star Trek: First Contact,11/21/96,7,25.6713
20533,Jonah Hex,6/18/10,4.4,22.581313
10684,Courage Under Fire,7/4/96,6.2,12.971122
1624,Liar Liar,3/21/97,6.4,26.721386
325789,The Infiltrator,7/13/16,6.6,24.672234
113464,Inchon,5/4/81,6.5,0.146783
888,The Flintstones,5/26/94,5,28.964162
82675,Taken 2,9/27/12,6.1,49.353524
4256,Scary Movie 3,10/24/03,5.8,36.585509
1493,Miss Congeniality,12/14/00,6.1,32.624355
88751,Journey to the Center of the Earth,7/10/08,5.8,53.090422
11130,The Princess Diaries 2: Royal Engagement,8/6/04,6,30.002907
9944,The Pelican Brief,12/16/93,6.3,17.923254
10731,The Client,7/20/94,6.4,17.746719
7350,The Bucket List,12/25/07,7,31.305336
9869,Patriot Games,6/4/92,6.3,19.637704
4379,Monster-in-Law,5/13/05,5.6,10.411996
146233,Prisoners,9/18/13,7.9,88.496873
2034,Training Day,10/5/01,7.3,52.081131
926,Galaxy Quest,12/23/99,6.9,30.816341
4248,Scary Movie 2,7/4/01,5.4,35.376971
64328,The Muppets,11/22/11,6.5,17.047276
36647,Blade,8/21/98,6.5,43.815492
7214,Coach Carter,1/14/05,7.3,23.234651
1537,Changing Lanes,4/7/02,5.9,17.270539
9360,Anaconda,4/11/97,4.7,27.684779
6282,Coyote Ugly,7/30/00,5.8,26.79781
508,Love Actually,9/7/03,7,37.073127
9487,A Bug's Life,11/25/98,6.8,87.350802
768,From Hell,10/19/01,6.6,26.134678
2636,The Specialist,10/7/94,5.5,16.582709
10478,Tin Cup,8/16/96,5.9,10.731574
27983,"Yours, Mine and Ours",4/24/68,6.2,2.094151
9981,Kicking & Screaming,5/13/05,5.6,8.99269
7453,The Hitchhiker's Guide to the Galaxy,1/15/05,6.6,51.742065
15045,Fat Albert,12/12/04,4.3,7.157635
7737,Resident Evil: Extinction,9/20/07,6.1,12.06538
232672,Blended,5/21/14,6.6,44.120328
17379,Last Holiday,1/13/06,6.4,6.156015
8987,The River Wild,9/30/94,6.1,12.362876
11359,The Indian in the Cupboard,7/14/95,5.9,11.095914
82525,Savages,7/6/12,6.2,31.856589
9759,Cellular,9/6/04,6.1,24.459948
9486,Johnny English,4/6/03,6,28.029015
9906,The Ant Bully,7/27/06,5.5,20.239061
841,Dune,12/14/84,6.5,25.876582
4688,Across the Universe,9/14/07,7.1,11.872841
4148,Revolutionary Road,12/19/08,6.7,20.360549
2207,16 Blocks,3/1/06,6.2,32.31022
9381,Babylon A.D.,8/20/08,5.4,27.568194
9625,The Glimmer Man,10/4/96,4.7,6.250282
9304,Multiplicity,7/19/96,5.5,11.120344
20856,Aliens in the Attic,7/31/09,5.3,13.707183
5955,The Pledge,1/9/01,6.5,12.495436
9899,The Producers,12/25/05,6.1,6.803965
9826,The Phantom,6/6/96,4.7,9.025236
21355,All the Pretty Horses,12/11/00,5.8,7.524671
10858,Nixon,12/22/95,7.1,3.770161
11439,The Ghost Writer,2/12/10,6.7,21.118196
9457,Deep Rising,1/30/98,6,6.513856
12412,Miracle at St. Anna,9/15/08,6.3,11.387408
1494,滿城盡帶黃金甲,12/21/06,6.6,9.950505
13184,Bangkok Dangerous,8/21/08,5,14.813057
2185,Big Trouble,4/5/02,6.3,5.201688
6639,Love in the Time of Cholera,10/4/07,6.4,5.361699
38153,Shadow Conspiracy,1/31/97,4,3.848893
58233,Johnny English Reborn,9/15/11,6,35.6585
116977,Foodfight!,6/15/12,2.3,5.258726
68734,Argo,10/11/12,7.1,62.01056
5503,The Fugitive,8/6/93,7.2,54.884297
27573,The Bounty Hunter,3/16/10,5.5,33.747825
819,Sleepers,10/18/96,7.3,16.245068
1369,Rambo: First Blood Part II,5/21/85,6.3,38.653969
9623,The Juror,2/2/96,5.5,3.937352
10895,Pinocchio,2/23/40,6.9,46.007991
10935,Heaven's Gate,11/19/80,6.4,5.380124
834,Underworld: Evolution,1/12/06,6.4,49.020045
228066,Victor Frankenstein,11/10/15,5.6,24.821138
711,Finding Forrester,12/21/00,7,19.043286
10468,28 Days,4/6/00,6,5.418921
10027,Unleashed,2/2/05,6.6,25.999888
11812,The Sweetest Thing,4/12/02,5.3,18.65632
37233,The Firm,6/30/93,6.6,23.736535
37950,Charlie St. Cloud,5/1/10,6.8,21.75433
27582,The Mechanic,1/13/11,6.3,44.094856
64688,21 Jump Street,3/12/12,6.7,62.714026
509,Notting Hill,5/13/99,7,28.969151
7443,Chicken Run,6/21/00,6.5,31.789029
5966,Along Came Polly,1/16/04,5.8,33.238296
11066,Boomerang,6/30/92,5.4,6.420434
136795,The Heat,6/27/13,6.5,37.654688
8095,Cleopatra,6/12/63,6.7,13.244365
87826,Here Comes the Boom,10/11/12,6,26.799913
11560,High Crimes,4/3/02,6.1,14.046705
25189,The Mirror Has Two Faces,11/15/96,6.5,3.844926
2637,The Mothman Prophecies,1/25/02,6.1,14.733513
18480,Brüno,7/8/09,5.4,16.122168
709,Licence to Kill,7/7/89,5.9,28.22119
49730,Red Riding Hood,3/11/11,5.6,45.151657
2749,15 Minutes,3/1/01,5.7,15.205371
9607,Super Mario Bros.,5/28/93,4,14.587367
1830,Lord of War,9/16/05,7,34.828241
79,英雄,12/19/02,7.2,23.607392
54054,One for the Money,1/26/12,5.3,19.438503
228967,The Interview,12/25/14,6.1,74.168016
46528,The Warrior's Way,12/2/10,6.3,7.349497
27936,Micmacs à tire-larigot,10/28/09,6.8,7.663515
65,8 Mile,11/8/02,6.8,32.798571
280391,Pourquoi j'ai pas mangé mon père,4/8/15,5.3,5.794466
9476,A Knight's Tale,5/11/01,6.6,36.670399
10610,The Medallion,8/15/03,5.3,14.653718
745,The Sixth Sense,8/6/99,7.7,73.085576
49527,Man on a Ledge,1/13/12,6.2,34.041407
73937,The Big Year,10/13/11,5.6,9.419726
1885,The Karate Kid,6/22/84,6.9,28.456572
168672,American Hustle,12/12/13,6.8,49.664128
18240,The Proposal,6/1/09,6.7,36.238968
10398,Double Jeopardy,9/24/99,6.2,19.439386
165,Back to the Future Part II,11/20/89,7.4,43.345252
240832,Lucy,7/14/14,6.3,115.241998
216015,Fifty Shades of Grey,2/11/15,5.2,98.755657
12279,Spy Kids 3-D: Game Over,7/25/03,4.7,21.998734
1645,A Time to Kill,7/24/96,7,25.219805
11007,Cheaper by the Dozen,12/24/03,6,26.516624
193756,Lone Survivor,12/24/13,7.4,37.084384
11287,A League of Their Own,7/1/92,6.7,21.661028
259693,The Conjuring 2,5/13/16,7,68.794673
37799,The Social Network,9/30/10,7.1,69.27822
10184,He's Just Not That Into You,2/6/09,6.2,26.253357
4257,Scary Movie 4,4/13/06,5.3,32.549282
4234,Scream 3,2/3/00,5.7,24.992057
196,Back to the Future Part III,5/25/90,7.1,45.769562
257091,Get Hard,3/26/15,5.9,36.301202
6114,Dracula,11/13/92,7.1,45.022964
24803,Julie & Julia,8/6/09,6.6,22.853006
109410,42,4/12/13,6.8,31.884559
1213,The Talented Mr. Ripley,12/25/99,7,31.385257
100042,Dumb and Dumber To,11/12/14,5.4,67.767785
9036,Eight Below,2/17/06,6.7,24.287306
257211,The Intern,9/24/15,7.1,53.114573
323675,Ride Along 2,1/14/16,6.1,25.136082
9361,The Last of the Mohicans,9/25/92,7.1,37.776566
1677,Ray,10/29/04,7.2,21.743321
187,Sin City,4/1/05,7.2,66.003433
7461,Vantage Point,2/1/08,6.2,24.862767
16538,"I Love You, Man",3/20/09,6.5,25.391899
9889,Shallow Hal,11/1/01,5.7,29.854773
820,JFK,12/20/91,7.5,26.82041
11565,Big Momma's House 2,1/26/06,5.4,17.61292
6073,The Mexican,3/1/01,5.8,21.021809
16996,17 Again,3/11/09,6.1,52.571674
193610,The Other Woman,4/16/14,6.2,34.519636
19912,The Final Destination,8/26/09,5.4,32.478077
296098,Bridge of Spies,10/15/15,7.2,48.445978
8007,Behind Enemy Lines,11/17/01,6,24.012986
32823,Get Him to the Greek,6/4/10,5.9,17.869443
4380,Shall We Dance?,10/15/04,5.9,14.231899
11551,Small Soldiers,7/10/98,6.2,23.088571
10336,Spawn,7/31/97,5,19.833664
11362,The Count of Monte Cristo,1/23/02,7.3,26.595983
50348,The Lincoln Lawyer,3/17/11,7,26.072228
48138,Unknown,2/16/11,6.5,38.643914
1124,The Prestige,10/19/06,8,74.440708
227159,Horrible Bosses 2,11/26/14,6.1,82.185281
68179,Escape from Planet Earth,2/14/13,5.7,18.14218
1579,Apocalypto,12/7/06,7.3,41.570047
708,The Living Daylights,6/29/87,6.2,23.331459
34851,Predators,7/3/10,6,47.649554
9930,Legal Eagles,6/18/86,5.8,7.519433
1586,Secret Window,3/12/04,6.4,32.908414
2044,The Lake House,6/16/06,6.5,29.88736
9913,The Skeleton Key,7/29/05,6.4,29.105407
71864,The Odd Life of Timothy Green,8/15/12,6.5,16.394452
10761,Made of Honor,5/2/08,6,19.574774
209451,Jersey Boys,6/5/14,6.8,14.199933
11975,The Rainmaker,11/18/97,6.7,12.229516
4970,Gothika,11/21/03,5.8,27.303608
11831,Amistad,12/3/97,6.8,3.698276
9096,Medicine Man,2/7/92,5.8,7.021871
440,Aliens vs Predator: Requiem,12/25/07,4.9,39.381913
11011,Ri¢hie Ri¢h,12/19/94,5.4,14.398356
10641,Autumn in New York,8/11/00,5.7,8.680334
11172,Music and Lyrics,2/9/07,6.2,17.659032
39513,Paul,2/14/11,6.5,43.151268
82687,The Guilt Trip,12/19/12,5.4,15.283444
41446,Scream 4,4/11/11,6.1,35.21926
8224,8MM,2/26/99,6.1,25.580272
10537,The Doors,3/1/91,6.7,10.794175
225886,Sex Tape,7/17/14,5.3,72.641296
10385,Hanging Up,2/16/00,5,3.415534
55779,Final Destination 5,8/12/11,5.9,38.555482
10154,Mickey Blue Eyes,8/16/99,5.3,6.786117
10647,Pay It Forward,10/12/00,7,24.313684
11431,Fever Pitch,4/6/05,5.9,9.965073
8457,Drillbit Taylor,3/20/08,5.5,15.055732
188161,A Million Ways to Die in the West,5/22/14,5.8,32.808675
8850,The Shadow,7/1/94,5.4,8.178203
64685,Extremely Loud & Incredibly Close,12/24/11,6.9,31.066874
38357,Morning Glory,1/12/10,6.1,22.491388
10060,Get Rich or Die Tryin',11/9/05,6.3,12.885985
11398,The Art of War,8/23/00,5.6,7.832337
1833,Rent,11/23/05,6.7,10.433667
10391,Bless the Child,8/11/00,4.9,3.321949
8970,The Out-of-Towners,4/2/99,5,4.842626
9306,The Island of Dr. Moreau,8/23/96,4.6,13.210898
11370,The Musketeer,9/7/01,5.2,3.296933
12184,The Other Boleyn Girl,2/28/08,6.4,22.939557
1921,Sweet November,2/16/01,6.4,19.372805
1683,The Reaping,4/5/07,5.4,13.445697
203,Mean Streets,10/2/73,7.2,17.002096
11858,Renaissance Man,6/3/94,5.9,4.516953
62835,Colombiana,7/27/11,6.5,33.785969
18937,Quest for Camelot,5/15/98,6.9,16.059443
13536,City By The Sea,9/6/02,5.7,3.476966
15556,At First Sight,1/15/99,5.9,5.778724
10718,Torque,1/16/04,4.7,7.360793
11062,City Hall,2/16/96,6,3.621837
10802,Showgirls,9/22/95,4.9,14.513305
1887,Marie Antoinette,5/24/06,6.5,22.364549
6071,Kiss of Death,4/21/95,5.7,6.90894
10461,Get Carter,10/6/00,4.8,4.494788
80278,Lo imposible,9/9/12,7,47.559928
12704,Ishtar,5/15/87,4.2,2.410546
10315,Fantastic Mr. Fox,10/23/09,7.5,41.258956
16643,Life or Something Like It,4/26/02,5.7,8.980846
2687,Memoirs of an Invisible Man,2/28/92,5.7,7.222985
194,Le fabuleux destin d'Amélie Poulain,4/25/01,7.8,73.720244
11025,New York Minute,5/1/04,5.5,10.0403
8849,Alfie,10/22/04,5.6,15.219263
78698,Big Miracle,2/2/12,6.6,8.303696
30943,The Deep End of the Ocean,3/12/99,5.9,4.746085
9544,FearDotCom,8/9/02,3.2,6.756886
24418,Cirque du Freak: The Vampire's Assistant,10/23/09,5.5,16.424807
7288,Duplex,9/26/03,5.9,15.590001
14655,Soul Men,11/7/08,6.3,5.483671
24575,Raise the Titanic,1/1/80,5.2,1.630541
10366,Universal Soldier: The Return,8/5/99,4.2,14.566664
19898,Pandorum,9/8/09,6.5,28.353517
4965,Impostor,12/3/01,6.1,9.579975
15074,Extreme Ops,11/27/02,5,2.911819
56715,Just Visiting,4/6/01,4.8,10.844882
1272,Sunshine,4/5/07,7,51.502884
72358,A Thousand Words,3/7/12,6,13.119133
20542,Delgo,12/12/08,5.4,4.238482
266396,The Gunman,2/16/15,5.5,26.935458
9978,Stormbreaker,7/21/06,5.1,16.282962
8271,Disturbia,4/12/07,6.6,31.690456
10428,Hackers,9/14/95,6.2,17.842246
5353,The Hunting Party,9/3/07,6.6,8.048305
11934,The Hudsucker Proxy,3/11/94,7.1,14.188982
14392,投名狀,12/12/07,6.3,6.884467
19495,Nomad,7/17/05,4.3,8.212018
110415,Snowpiercer,8/1/13,6.7,64.238688
77459,Un monstre à Paris,10/12/11,6.5,17.375562
26486,The Last Shot,9/24/04,5.9,6.7698
9495,The Crow,5/11/94,7.3,44.690107
256040,Baahubali: The Beginning,7/10/15,7.5,16.254032
24420,The Time Traveler's Wife,8/14/09,6.7,37.492928
1257,Because I Said So,2/2/07,5.8,18.678415
62214,Frankenweenie,10/4/12,6.6,27.908783
16320,Serenity,8/25/05,7.4,45.388937
8842,Against the Ropes,2/20/04,4.5,2.817364
9531,Superman III,6/17/83,5.3,22.164202
64807,Grudge Match,12/25/13,6,21.362949
12289,Chi bi,7/10/08,7.1,14.8375
11529,Sweet Home Alabama,9/26/02,6,18.256028
20943,The Ugly Truth,7/24/09,6.4,22.332927
9099,Sgt. Bilko,3/29/96,5.5,5.417787
9488,Spy Kids 2: The Island of Lost Dreams,8/7/02,5.3,24.085144
193,Star Trek: Generations,11/17/94,6.4,14.779041
44865,一代宗師,1/8/13,6.3,19.947265
55787,Water for Elephants,3/15/11,6.7,16.801218
257932,Dragon Nest: Warriors' Dawn,5/20/14,6.8,5.057695
10400,The Hurricane,9/17/99,7.2,20.825781
1957,Enough,5/24/02,6.2,11.500783
10833,Heartbreakers,3/23/01,5.7,13.932203
256961,Paul Blart: Mall Cop 2,4/16/15,5,41.258487
5852,Angel Eyes,5/15/01,5.6,6.454634
12312,Joe Somebody,12/21/01,5.5,5.257009
622,The Ninth Gate,8/24/99,6.3,30.359164
11306,Extreme Measures,9/27/96,5.7,3.426555
12508,Rock Star,9/4/01,6,11.60815
25793,Precious,11/6/09,6.9,18.664624
10534,White Squall,2/2/96,6.3,10.047579
1091,The Thing,6/25/82,7.8,52.731379
87421,Riddick,9/2/13,6.2,46.630062
10871,Switchback,10/31/97,5.8,4.131546
13503,Texas Rangers,11/30/01,5.4,5.641978
13600,City of Ember,10/7/08,6.2,23.465539
68722,The Master,9/7/12,7,25.682509
14324,Virgin Territory,12/17/07,4.3,6.760922
14325,The Express,10/10/08,7.1,3.87823
299687,The 5th Wave,1/14/16,5.6,57.889964
312221,Creed,11/25/15,7.3,57.773583
23168,The Town,9/15/10,7,24.218358
76494,What to Expect When You're Expecting,5/17/12,5.8,27.009723
4944,Burn After Reading,9/5/08,6.5,31.941347
10488,Nim's Island,4/3/08,5.6,14.353279
96721,Rush,9/2/13,7.7,33.003828
334,Magnolia,12/8/99,7.5,30.993736
23742,Cop Out,2/26/10,5.3,25.825771
259694,How to Be Single,1/21/16,5.9,46.078371
62837,Dolphin Tale,9/23/11,6.7,6.63839
8966,Twilight,11/20/08,5.8,127.084938
8470,John Q,2/15/02,7,27.465433
11001,Blue Streak,9/17/99,6.1,16.865782
138832,We're the Millers,8/7/13,6.8,100.348805
16911,Obitaemyy Ostrov,12/18/08,5.3,2.785832
2163,Breakdown,5/2/97,6.6,9.176339
36670,Never Say Never Again,10/7/83,5.8,23.380757
23048,Hot Tub Time Machine,3/26/10,6,33.926473
227735,Dolphin Tale 2,9/12/14,6.7,6.967857
2155,Reindeer Games,2/25/00,5.4,11.470135
8409,A Man Apart,4/4/03,5.8,19.854932
222936,Aloha,5/27/15,5.2,29.652536
31908,Ghosts of Mississippi,12/20/96,6.2,8.102925
10219,Snow Falling on Cedars,12/22/99,6.3,2.79483
48171,The Rite,1/28/11,5.8,11.492474
782,Gattaca,9/7/97,7.5,70.398356
75531,Isn't She Great,1/28/00,4.6,1.068453
11802,Space Chimps,7/17/08,5.2,6.293217
9776,Head of State,1/1/03,5.3,3.457194
18785,The Hangover,6/5/09,7.2,82.21166
365222,葉問3,12/19/15,6.5,19.167377
817,Austin Powers: The Spy Who Shagged Me,6/8/99,6.2,18.316151
268,Batman,6/23/89,7,44.104469
45054,There Be Dragons,3/25/11,5.9,6.668679
943,Lethal Weapon 3,5/15/92,6.4,36.172182
22881,The Blind Side,11/20/09,7.2,25.767395
10054,Spy Kids,3/18/01,5.5,21.543389
51540,Horrible Bosses,7/8/11,6.5,50.309843
44264,True Grit,12/22/10,7.2,49.292384
350,The Devil Wears Prada,6/30/06,7,83.893257
152,Star Trek: The Motion Picture,12/6/79,6.2,24.616634
109431,Identity Thief,2/7/13,5.6,34.005726
1598,Cape Fear,11/15/91,7,27.714043
8065,21,3/27/08,6.5,45.149948
271718,Trainwreck,7/17/15,5.9,72.774941
11638,Guess Who,3/25/05,5.5,3.74263
409,The English Patient,11/14/96,7,29.381878
2118,L.A. Confidential,9/19/97,7.7,24.860326
11459,Sky High,7/29/05,5.8,11.041659
10806,In & Out,9/10/97,6.3,11.897925
9348,Species,7/7/95,5.5,23.607071
377,A Nightmare on Elm Street,11/14/84,7.2,38.204158
8843,The Cell,8/17/00,6,25.413955
9313,The Man in the Iron Mask,3/12/98,6.3,28.98027
39486,Secretariat,8/20/10,6.8,9.525037
1273,TMNT,3/23/07,6,18.39217
13920,Radio,10/24/03,6.8,9.254647
50544,Friends with Benefits,7/21/11,6.5,40.526587
325133,Neighbors 2: Sorority Rising,5/4/16,5.6,50.179171
140823,Saving Mr. Banks,11/16/13,7.3,31.957947
1883,Malcolm X,11/18/92,7.2,19.822791
89492,This Is 40,12/20/12,5.6,38.429648
22949,Old Dogs,11/24/09,5.2,13.707843
12437,Underworld: Rise of the Lycans,1/22/09,6.2,51.927471
2959,License to Wed,7/4/07,5.2,14.503568
9957,The Benchwarmers,4/7/06,5.2,6.74556
11648,Must Love Dogs,7/21/05,5.8,11.120167
9366,Donnie Brasco,2/27/97,7.4,40.370442
1576,Resident Evil,3/15/02,6.4,40.715623
609,Poltergeist,6/4/82,7,36.230204
5516,The Ladykillers,3/25/04,6,23.666229
13051,Max Payne,10/15/08,5.2,25.903237
49530,In Time,10/27/11,6.7,60.231382
34806,The Back-Up Plan,4/23/10,5.7,18.38292
49022,Something Borrowed,5/5/11,5.9,14.029012
11469,Black Knight,11/21/01,5.1,15.913783
23479,The Bad News Bears,4/7/76,6.9,6.889633
11667,Street Fighter,12/22/94,4.1,19.286099
423,The Pianist,9/24/02,8,50.587541
2447,The Nativity Story,12/1/06,6.4,3.721272
10066,House of Wax,4/30/05,5.5,17.157738
2288,Closer,12/1/04,6.7,22.636908
88794,J. Edgar,11/9/11,6,28.069419
13515,Mirrors,8/15/08,6,19.774543
11979,Queen of the Damned,2/10/02,5.4,11.644243
169,Predator 2,11/20/90,5.9,27.934978
8090,Untraceable,1/22/08,5.9,12.677505
11622,Blast from the Past,2/12/99,6.3,8.737058
3604,Flash Gordon,9/1/80,6.1,12.343507
9541,Jersey Girl,3/25/04,5.8,14.699342
94348,Alex Cross,10/18/12,5.1,14.513243
8197,Midnight in the Garden of Good and Evil,11/21/97,6.3,5.525544
336004,Heist,11/13/15,5.6,15.079993
35019,Nanny McPhee and the Big Bang,3/26/10,6,23.835055
10410,Hoffa,12/25/92,6.1,5.926966
8836,The X Files: I Want to Believe,7/24/08,5.5,25.454549
14442,Ella Enchanted,4/9/04,5.9,22.71592
321741,Concussion,11/12/15,7,35.120736
59965,Abduction,9/22/11,5.6,19.893646
14175,Valiant,3/25/05,5.2,14.051852
11004,Wonder Boys,2/22/00,6.9,9.011729
11918,Superhero Movie,3/27/08,4.9,19.088655
98357,Broken City,1/18/13,5.7,29.490057
10012,Cursed,2/25/05,5.1,11.195593
49526,Premium Rush,8/24/12,6.2,17.709888
268920,Hot Pursuit,5/8/15,5.4,18.262017
9093,The Four Feathers,9/8/02,6.5,10.10364
119283,Parker,1/23/13,5.7,28.670477
11823,Wimbledon,9/13/04,6,16.736734
35169,Furry Vengeance,4/2/10,4.6,13.668633
118957,Bait,9/5/12,5.3,9.780588
849,Krull,7/29/83,5.8,9.904881
4515,Lions for Lambs,10/22/07,6,9.789027
18886,Flight of the Intruder,1/18/91,5.7,6.81729
6575,Walk Hard: The Dewey Cox Story,12/21/07,6.6,10.73522
6440,The Shipping News,12/18/01,6.4,11.1399
13496,American Outlaws,8/17/01,5.7,6.727949
18320,The Young Victoria,3/4/09,7,16.343317
22787,Whiteout,9/9/09,5.3,14.818718
8967,The Tree of Life,5/18/11,6.5,43.862456
37498,Knock Off,9/4/98,4.7,2.706207
144336,Sabotage,3/28/14,5.5,27.903999
9616,The Order,9/5/03,4.8,3.746806
13056,Punisher: War Zone,12/5/08,5.6,17.112498
14113,Zoom,8/11/06,4.9,10.304172
285783,The Walk,9/30/15,6.9,37.335721
49478,Warriors of Virtue,5/2/97,4.7,0.912395
9726,A Good Year,9/9/06,6.5,16.782471
20763,Radio Flyer,2/21/92,6.6,3.503408
9702,Bound by Honor,2/5/93,7.7,9.122828
9311,Smilla's Sense of Snow,2/13/97,6.6,5.419181
9280,Femme Fatale,11/6/02,6.2,9.07278
26843,Lion of the Desert,4/17/81,7.4,2.864979
11876,Le Hussard sur le toit,9/20/95,6.7,2.877488
22267,Ride with the Devil,11/24/99,6.6,5.516207
45958,Biutiful,10/20/10,7,13.930763
1969,Bandidas,1/18/06,5.8,20.27704
310706,Black Water Transit,5/13/09,0,0.126738
198663,The Maze Runner,9/10/14,7,131.815575
239573,Unfinished Business,3/5/15,5,16.832312
10436,The Age of Innocence,9/17/93,7,9.133747
1381,The Fountain,9/6/06,6.8,24.606012
2162,Chill Factor,9/1/99,5.3,3.276912
127493,Stolen,5/17/12,5.1,16.830184
12429,崖の上のポニョ,7/19/08,7.5,39.58676
228205,The Longest Ride,4/9/15,7.3,41.946523
2900,The Astronaut's Wife,8/26/99,5.4,20.697556
21311,I Dreamed of Africa,5/5/00,5.3,1.656695
77875,Playing for Keeps,11/29/12,5.4,17.932561
192136,Mandela: Long Walk to Freedom,12/6/13,6.5,15.50957
18254,Reds,12/25/81,7.1,4.602185
881,A Few Good Men,12/11/92,7.1,40.379966
10877,Exit Wounds,3/13/01,5.3,12.601306
9600,Big Momma's House,5/31/00,5.6,24.389194
202575,The House of Magic,12/24/13,6.3,12.867326
71469,The Darkest Hour,12/22/11,4.8,23.328823
85446,Step Up Revolution,7/26/12,6.7,29.775441
326,Snakes on a Plane,8/6/06,5.1,19.642328
10685,The Watcher,9/8/00,4.9,7.339908
7220,The Punisher,4/15/04,6.1,35.099611
9763,Goal!: The Dream Begins,6/6/05,6.6,16.541791
72387,Safe,4/16/12,6.3,31.92695
12596,Pushing Tin,4/23/99,5.7,9.060642
1892,Return of the Jedi,5/23/83,7.9,46.509071
13460,Doomsday,3/14/08,5.8,21.538222
8055,The Reader,12/10/08,7.2,33.923786
50647,Wanderlust,2/23/12,5.3,20.908494
10719,Elf,10/9/03,6.4,16.901954
9294,Phenomenon,7/5/96,6.2,15.039407
11888,Snow Dogs,1/18/02,5.3,13.655735
9647,Scrooged,11/22/88,6.7,21.620317
9353,Nacho Libre,6/16/06,5.6,14.642055
55721,Bridesmaids,4/28/11,6.5,17.107065
109414,This Is the End,6/12/13,6.3,38.21708
10307,Stigmata,9/10/99,6,14.993169
11978,Men of Honor,9/13/00,7,24.147269
22907,Takers,8/26/10,6,18.47242
87567,The Big Wedding,4/25/13,5.7,18.84332
38322,"Big Mommas: Like Father, Like Son",2/16/11,5.3,15.901137
45612,Source Code,3/30/11,7.1,59.19888
7305,Alive,1/15/93,6.7,14.48851
3594,The Number 23,2/23/07,6.3,23.197408
157841,The Young and Prodigious T.S. Spivet,10/16/13,6.7,10.651202
11519,1941,12/13/79,5.6,10.032626
12920,Dreamer: Inspired By a True Story,9/10/05,6.3,6.048743
59,A History of Violence,9/23/05,6.9,34.628738
9335,Transporter 2,8/2/05,6.2,47.5612
12106,The Quick and the Dead,2/9/95,6.3,16.473355
11141,Laws of Attraction,4/4/04,5.6,6.201404
8649,Bringing Out the Dead,10/22/99,6.6,15.560918
31867,Repo Men,3/18/10,6.2,25.799697
10253,디워,2/8/07,4,4.822033
3587,Bogus,9/6/96,5.4,3.379454
124459,The Incredible Burt Wonderstone,3/14/13,5.3,26.9385
24662,Cats Don't Dance,3/26/97,7.1,4.098444
32274,Cradle Will Rock,12/10/99,7.2,4.901553
182,The Good German,12/8/06,5.9,5.347936
5494,George and the Dragon,3/28/04,5,4.120549
28,Apocalypse Now,8/15/79,8,49.973462
38073,Going the Distance,9/1/10,6,13.611544
2054,Mr. Holland's Opus,12/29/95,6.9,6.775294
302156,Criminal,4/14/16,5.7,27.891012
606,Out of Africa,12/20/85,7,13.864975
87502,Flight,11/2/12,6.5,42.213765
698,Moonraker,6/26/79,5.9,29.887404
120467,The Grand Budapest Hotel,2/26/14,8,74.417456
11313,Hearts in Atlantis,9/7/01,6.4,7.06762
6488,Arachnophobia,8/9/90,6.2,15.895661
10559,Frequency,4/28/00,7,19.258041
296099,Vacation,7/28/15,6.2,47.753598
8012,Get Shorty,10/20/95,6.4,15.585138
1574,Chicago,12/26/02,6.9,32.217425
9032,Big Daddy,6/25/99,6.1,34.86859
2770,American Pie 2,8/10/01,6,36.432598
862,Toy Story,10/30/95,7.7,73.640445
1637,Speed,6/9/94,6.8,49.526736
72570,The Vow,2/5/12,7,26.780961
27569,Extraordinary Measures,1/21/10,6,6.487344
10637,Remember the Titans,9/29/00,7.4,25.996219
1669,The Hunt for Red October,3/2/90,7.2,46.212155
132363,The Butler,8/16/13,7.2,32.105328
9472,DodgeBall: A True Underdog Story,6/18/04,6.2,41.156217
