cast_id,character,credit_id,gender,id,name,order
56,Stiefschwester 1/Baby/Rotk\u00e4ppchen,52fe4405c3a36847f807d8c9,1,60739,Kath Soucie,22
3,Der Butler Mr. Poole,52fe44dbc3a36847f80ae259,2,47722,George Cole,2
12,Mrs. Kent,5461f024c3a3686f2e001ce6,0,1229735,Kathy Staff,5
13,Michael O'Neal,52fe44c2c3a36847f80a88a5,2,20212,Dermot Mulroney,1
17,Walter Wallace,52fe44c2c3a36847f80a88b7,2,6541,Philip Bosco,4
9,Fred Duggar,52fe4237c3a36847f800cef5,2,18070,Nicky Katt,5
4,Brigadier General Hershberg,52fe43a29251416c750181a9,2,21030,Michael Moriarty,4
12,Maria,56a3c832c3a368388b003934,1,1214165,Michole Briana White,5
9,Dana Appleton,52fe4305c3a36847f8034943,1,12967,Swoosie Kurtz,4
23,Child at Party and School,559cc24bc3a3681bd9000e02,1,60072,Sara Paxton,5
6,Frankie,551871d29251412cb9002fd6,2,1670,Daniel Mays,3
7,Gen. Douglas MacArthur,52fe4b37c3a36847f81f840b,2,3359,Laurence Olivier,0
8,Barbara Hallsworth,52fe4b37c3a36847f81f840f,1,14061,Jacqueline Bisset,1
10,Saito-San,52fe4b37c3a36847f81f8413,2,7450,Toshir\u014d Mifune,3
12,David Feld,52fe4b37c3a36847f81f841b,2,51377,David Janssen,5
18,Barney Rubble,52fe4287c3a36847f80262b7,2,8872,Rick Moranis,2
19,Betty Rubble,52fe4287c3a36847f80262bb,0,12929,Rosie O'Donnell,3
20,Cliff Vandercave,52fe4287c3a36847f80262bf,2,6677,Kyle MacLachlan,4
15,Jamie,52fe48679251416c9108b3fd,2,56680,Luke Grimes,4
16,Casey,52fe48679251416c9108b401,2,9629,Jon Gries,5
21,Becca,52fe43b6c3a36847f8069dbd,1,6736,Pamela Anderson,0
22,Kate,52fe43b6c3a36847f8069dc1,1,35597,Jenny McCarthy,1
23,Tabitha,52fe43b6c3a36847f8069dc5,1,35799,Marny Eng,2
25,George,52fe43b6c3a36847f8069dcd,2,35548,Simon Rex,4
8,Kathy Morningside,52fe42fac3a36847f80311a1,1,11850,Candice Bergen,3
3,Hannah \u00c1sgeirsson,52fe4a019251416c910c016f,1,70785,Anita Briem,2
4,Professor Alan Kitzens,52fe4a019251416c910c0173,2,62856,Seth Meyers,3
15,Max Anderson,52fe4a019251416c910c01b3,0,70786,Jean Michel Par\u00e9,4
16,Elizabeth,52fe4a019251416c910c01b7,1,110887,Jane Wheeler,5
5,Lilly Moscovitz,52fe43fe9251416c7502562f,1,33656,Heather Matarazzo,4
15,Sara Ann Morgan's Father,52fe454dc3a36847f80c68ab,2,1115118,Tom Quinn,5
14,Barry 'The Blade' Muldano,52fe43ab9251416c7501976d,2,57829,Anthony LaPaglia,3
14,Thomas,52fe447bc3a36847f8098cb1,2,52601,Sean Hayes,2
16,Virginia Chambers,52fe447bc3a36847f8098cb9,1,18292,Beverly Todd,3
17,Roger Chambers,52fe447bc3a36847f8098cbd,2,52603,Alfonso Freeman,4
18,Angelica,52fe447bc3a36847f8098cc1,1,47669,Rowena King,5
13,Kevin O'Donnell,52fe453bc3a36847f80c33b9,2,29459,Patrick Bergin,2
15,Sally Ryan,52fe453bc3a36847f80c33bd,1,2155,Thora Birch,3
16,Lord William Holmes,52fe453bc3a36847f80c33c1,2,1292,James Fox,4
17,Viola Fields,52fe43bdc3a36847f806c135,1,6352,Jane Fonda,1
18,Kevin Fields,52fe43bdc3a36847f806c139,2,15424,Michael Vartan,2
21,Fiona,52fe43bdc3a36847f806c145,1,34844,Monet Mazur,5
6,Jake Hoyt,52fe432ec3a36847f8040979,2,569,Ethan Hawke,1
30,Tommy,52fe43b5c3a36847f80698c9,2,35768,James DeBello,2
33,Buddy,52fe43b5c3a36847f80698d5,2,35769,Christopher Masterson,5
4,Deacon Frost,52fe45fc9251416c91045481,2,10822,Stephen Dorff,1
6,Karen,52fe45fc9251416c91045489,1,10824,N'Bushe Wright,3
8,Dragonetti,52fe45fc9251416c91045491,2,1646,Udo Kier,5
2,Kenyon Stone,52fe4473c3a36847f8096c85,2,10689,Rob Brown,1
3,Damien Carter,52fe4473c3a36847f8096c89,2,52037,Robert Ri'chard,2
21,Timo Cruz,52fe4473c3a36847f8096cf3,2,53184,Rick Gonzalez,3
23,Maddux,52fe4473c3a36847f8096cfb,2,53185,Texas Battle,5
3,Valerie Gipson,52fe42fbc3a36847f80317b5,1,17358,Kim Staunton,2
14,Ron Cabot,52fe42fbc3a36847f80317f1,2,19208,Matt Malloy,5
4,Dr. Steven Cale,52fe44edc3a36847f80b2535,2,7036,Eric Stoltz,3
20,Warren Westridge,52fe44eec3a36847f80b2585,2,8537,Jonathan Hyde,5
5,Cammie,52fe4449c3a36847f808d4bb,1,59592,Izabella Miko,3
6,Zoe,52fe4449c3a36847f808d4bf,1,77897,Tyra Banks,4
2,Atta (voice),52fe44fec3a36847f80b64d5,1,15886,Julia Louis-Dreyfus,1
13,Queen (voice),52fe44fec3a36847f80b6513,1,89784,Phyllis Diller,3
15,Heimlich (voice),52fe44fec3a36847f80b651b,0,7911,Joe Ranft,5
23,Sir Charles Warren,52fe4274c3a36847f801fc51,2,385,Ian Richardson,4
13,Charlie,52fe4361c3a36847f804fd7b,0,26651,Mario Ernesto S\u00e1nchez,5
12,David Simms,52fe43789251416c750118b3,0,25129,Don Johnson,1
15,Jose,551df316c3a368251d00014c,2,156756,George Perez,3
1,Helen North,52fe4571c3a368484e05b3c3,1,40174,Lucille Ball,0
2,Frank Beardley,52fe4571c3a368484e05b3c7,2,4958,Henry Fonda,1
4,Warrant Officer Darrel Harrison,52fe4571c3a368484e05b3d1,2,37446,Van Johnson,2
9,Family Doctor,559b55e9c3a368719e000cc8,2,41217,Tom Bosley,3
5,Madeleine Love,52fe4571c3a368484e05b3d5,1,153582,Louise Troy,4
6,Dr. Ashford,52fe4571c3a368484e05b3d9,2,106805,Sidney Miller,5
21,Barbara Weston,52fe4556c3a36847f80c8999,1,61114,Kate Walsh,2
22,Janice Weston,52fe4556c3a36847f80c899d,1,1475,Musetta Vander,3
24,Mark Avery,52fe4556c3a36847f80c89a5,2,35554,Steven Anthony Lawrence,5
1,Fat Albert,52fe46339251416c75070939,2,77330,Kenan Thompson,0
2,Rudy,52fe46339251416c7507093d,2,77799,Shedrack Anderson III,1
3,MushMouth,52fe46339251416c75070941,2,31135,Jermaine Williams,2
4,Bill,52fe46339251416c75070945,2,15564,Keith Robinson,3
5,Bucky,52fe46339251416c75070949,2,60506,Alphonso McAuley,4
6,Old Weird Harold,52fe46339251416c7507094d,2,77800,Aaron Frazier,5
5,L.J.,52fe4484c3a36847f809abdb,2,51944,Mike Epps,4
17,Betty,52fe4484c3a36847f809ac21,0,57172,Ashanti,5
3,Jen,52fe4e07c3a36847f827a1f7,1,63234,Wendi McLendon-Covey,2
3,Roarke,52fe44cfc3a36847f80ab349,2,4787,Joseph Mazzello,5
1,Omri,52fe44309251416c7502bdb5,2,69301,Hal Scardino,0
2,Little Bear,52fe44309251416c7502bdb9,2,69302,Litefoot,1
15,Patrick,536fecdfc3a36839c1004ea5,0,1318612,Rishi Bhat,4
4,Young Security Guard,52fe4527c3a36847f80bf791,2,58942,Will Beinbrink,5
5,Lorna Campbell,52fe44fdc3a36847f80b6419,1,57669,Natalie Imbruglia,2
2,Countess Alexandra - Exotic Woman,52fe44fdc3a36847f80b640d,1,47931,Tasha de Vasconcelos,3
3,"Bough, English's Sidekick",52fe44fdc3a36847f80b6411,2,18025,Ben Miller,4
4,Agent One,52fe44fdc3a36847f80b6415,2,16700,Greg Wise,5
16,Lady Jessica Atreides,52fe427fc3a36847f8023645,1,12513,Francesca Annis,1
17,The Baron's Doctor,52fe427fc3a36847f8023649,2,12514,Leonardo Cimino,2
19,Padishah Emperor Shaddam IV,52fe427fc3a36847f8023651,0,12515,Jos\u00e9 Ferrer,4
13,Max Carrigan,52fe43d3c3a36847f8072945,2,29234,Joe Anderson,2
14,Sadie,52fe43d3c3a36847f8072949,1,38942,Dana Fuchs,3
15,Jo-Jo,52fe43d3c3a36847f807294d,0,38943,Martin Luther,4
16,Prudence,52fe43d3c3a36847f8072951,1,38944,T.V. Carpio,5
17,Diane Mosley,52fe4341c3a36847f8046237,0,22820,Jenna Stern,3
18,Robert Torres,52fe4341c3a36847f804623b,2,22821,David Zayas,4
20,Captain Dan Gruber,52fe4341c3a36847f8046245,2,42141,Casey Sander,5
16,Aurora,52fe44f0c3a36847f80b2e77,1,59373,M\u00e9lanie Thierry,2
2,Det. Jim Campbell,52fe4513c3a36847f80baf17,2,35689,Keenen Ivory Wayans,1
5,Jessica Cole,52fe4513c3a36847f80baf23,1,17225,Michelle Johnson,4
14,Johnny Deverell,52fe4513c3a36847f80baf57,2,12796,Johnny Strong,5
17,Zack Kinney,52fe44e4c3a36847f80b055d,2,186573,Zack Duhame,4
18,Jennifer Kinney,52fe44e4c3a36847f80b0561,1,553473,Katie Schlossberg,5
4,Tom Pearson,52fe43fdc3a368484e0097b5,2,86653,Carter Jenkins,0
5,Jake Pearson,52fe43fdc3a368484e0097b9,2,86654,Austin Butler,1
7,Ricky Dillman,52fe43fdc3a368484e0097c1,2,58368,Robert Hoffman,3
8,Rose Pearson,52fe43fdc3a368484e0097c5,1,45863,Doris Roberts,4
18,Hold Me-Touch Me,52fe4544c3a36847f80c4623,1,52313,Eileen Essell,3
20,Roger DeBris,52fe4544c3a36847f80c4627,2,60136,Gary Beach,5
3,Diana Palmer,52fe4535c3a36847f80c2205,1,56128,Kristy Swanson,1
5,Lacey Rawlins,52fe4415c3a368484e00e8b9,0,9976,Henry Thomas,1
16,Alexander Haig,52fe43c59251416c7501d72d,2,6280,Powers Boothe,2
13,Simon Canton,52fe44fac3a36847f80b54f9,2,16293,Anthony Heald,2
14,Joey Pantucci,52fe44fac3a36847f80b54fd,2,18916,Kevin J. O'Connor,3
15,Leila,52fe44fac3a36847f80b5501,1,154644,Una Damon,4
16,Hanover,52fe44fac3a36847f80b5505,2,15853,Wes Studi,5
3,2nd Staff Sergeant Aubrey Stamps,52fe44dd9251416c75043aab,2,15543,Derek Luke,0
7,Renata,52fe44dd9251416c75043abb,1,21965,Valentina Cervi,4
24,Crown Prince Wan,52fe42fac3a36847f8031267,2,20654,Liu Ye,3
22,Prince Yu,52fe42fac3a36847f803125d,0,17385,Qin Jun-Jie,4
21,Jiang Chan,52fe42fac3a36847f8031259,0,17384,Li Man,5
3,Kong,52fe454b9251416c75051943,0,74747,Shahkrit Yamnarm,1
4,Fon,52fe454b9251416c75051947,1,66762,Charlie Yeung,2
18,Aom,52fe454b9251416c75051993,1,76484,Panward Hemmanee,3
19,Surat,52fe454b9251416c75051997,2,76485,Nirattisai Kaljaruek,4
20,Aran,52fe454b9251416c7505199b,2,76478,Dom Hetrakul,5
18,junger Florentino,52fe4461c3a36847f8092745,2,50994,Unax Ugalde,1
21,Hildebranda Sanchez,52fe4461c3a36847f809274d,1,5887,Catalina Sandino Moreno,4
9,Grasso,52fe469a9251416c91059aa7,2,32897,Nicholas Turturro,4
10,Toyanbee,52fe469a9251416c91059aab,2,15253,Stanley Anderson,5
10,Colin Tucker,580ea280c3a3687b3b001859,2,206919,Daniel Kaluuya,4
3,Daredevil Dan,52fe4ba6c3a36847f820dc21,2,76669,Wayne Brady,1
4,Sunshine Goodness,52fe4ba6c3a36847f820dc25,1,5958,Hilary Duff,2
6,Sweet Cakes,52fe4ba6c3a36847f820dc2d,1,53929,Haylie Duff,5
10,Ken Taylor,52fe47a1c3a368484e0d1b81,2,8536,Victor Garber,4
11,Bob Anders,52fe47a1c3a368484e0d1b85,2,15455,Tate Donovan,5
8,Sykes,52fe440ac3a36847f807eb41,2,43773,Andreas Katsulas,5
5,Uncle Sam,52fe4554c3a368484e053fc3,0,114144,Gio Perez,2
8,Dwight,52fe4554c3a368484e053fd1,2,88550,Joel Garland,4
32,Gelman,540e9e650e0a26419d0009e0,0,1214054,Jason Kolotouros,5
29,Marshall Murdock,52fe42f0c3a36847f802e32f,2,16119,Charles Napier,2
31,Co Bao,52fe42f0c3a36847f802e337,1,16578,Julia Nickson,4
32,Capt Vinh,52fe42f0c3a36847f802e33b,2,16580,George Cheung,5
37,Gideon,52fe43cb9251416c7501e6df,2,33923,Mel Blanc,0
33,Carnival Barkers,52fe43cb9251416c7501e6cf,0,67369,Don Brodie,1
38,John Worthington Foulfellow,52fe43cb9251416c7501e6e3,2,13819,Walter Catlett,2
41,Birds,544bff37c3a36872d800080f,1,5463,Marion Darlington,3
36,Lampwick,52fe43cb9251416c7501e6db,2,67370,Frankie Darro,4
31,Jiminy Cricket,52fe43cb9251416c7501e6c7,2,30236,Cliff Edwards,5
4,Ella Watson,52fe43d49251416c7501fcbb,1,17882,Isabelle Huppert,3
5,Frank Canton,52fe43d49251416c7501fcbf,2,8975,Sam Waterston,4
4,Kraven,52fe427ec3a36847f8022fef,2,3969,Shane Brolly,3
26,Roderick Turpin,543a8e2e0e0a2649a5002f3f,2,125660,Andrew Scott,3
10,Sexy Society Girl,54305be30e0a2646460012ad,0,1244469,Louise Brealey,5
16,Ms. Joyce,52fe426ec3a36847f801e231,1,10691,April Grace,5
19,Lefty,52fe430b9251416c7500156d,2,8032,Dylan Brown,4
20,Georgie,52fe430b9251416c75001571,2,39660,Tamer Hassan,5
4,Charlie St. Cloud,52fe46829251416c91056b01,2,29222,Zac Efron,0
5,Tess Carroll,52fe46829251416c91056b05,1,58370,Amanda Crew,1
12,Alistair Wooley,52fe46829251416c91056b21,2,3309,Augustus Prew,3
6,Sara,52fe4556c3a368484e054407,1,142953,Mini Anden,3
8,Kelly,52fe4556c3a368484e05440f,1,85178,Christa Campbell,5
4,Molly Tracey,52fe46e4c3a368484e0a997b,1,60073,Brie Larson,2
26,Bella,54839a769251416e74009896,1,18022,Gina McKee,2
21,Honey,52fe424cc3a36847f8013465,1,7446,Emma Chambers,5
18,Babs,52fe447dc3a36847f8099113,1,34902,Jane Horrocks,4
21,Fetcher,52fe447dc3a36847f8099123,2,65301,Phil Daniels,5
2,Jacqueline 'Jackie / Jack' Broyer,52fe43ef9251416c75023897,1,59153,Robin Givens,1
4,Gerard Jackson,52fe43ef9251416c7502389f,2,58563,David Alan Grier,3
14,Strang\u00e9,52fe43ef9251416c750238d3,1,10661,Grace Jones,4
34,Adam,52fe4c1ec3a368484e1a81a1,0,1213573,Taran Killam,4
2,Cleopatra,52fe4493c3a36847f809de95,1,3635,Elizabeth Taylor,0
3,Marcus Antonius,52fe4493c3a36847f809de99,2,5341,Richard Burton,1
4,Julius Caesar,52fe4493c3a36847f809de9d,0,35321,Rex Harrison,2
5,Octavian - Caesar Augustus,52fe4493c3a36847f809dea1,2,7505,Roddy McDowall,3
7,Sosigenes,52fe4493c3a36847f809dea9,2,7668,Hume Cronyn,5
1014,Joe Rogan,52fe49db9251416c910bb019,2,91609,Joe Rogan,3
1015,Mr. De La Cruz,52fe49db9251416c910bb01d,2,22075,Reggie Lee,4
1016,Principal Becher,52fe49db9251416c910bb021,2,19974,Greg Germann,5
1,Claire Chapman,52fe445a9251416c75031b43,1,15852,Ashley Judd,0
14,Brig. Gen. Bill Marks,52fe445a9251416c75031b7f,2,52374,Bruce Davison,5
4,Hannah Morgan,52fe44bcc3a368484e034061,1,7570,Lauren Bacall,2
13,Cyrus Bills,52fe4361c3a36847f804fe35,0,27550,Bob Tracey,3
15,Brian,52fe4361c3a36847f804fe3d,2,27551,Tom Stoviak,5
3,Himself,52fe477f9251416c7509b9f5,0,83247,Richard Bey,1
4,Himself,52fe477f9251416c7509b9f9,2,83248,Ron Paul,2
8,Lutz,52fe477f9251416c7509ba09,0,11040,Gustaf Hammarsten,3
9,Diesel,52fe477f9251416c7509ba0d,0,232055,Clifford Ba\u00f1agale,4
11,Kookus,5369126b0e0a2647d1008175,2,124471,Josh Meyers,5
21,Pam Bouvier,52fe426ec3a36847f801e083,1,10679,Carey Lowell,1
22,Franz Sanchez,52fe426ec3a36847f801e087,2,2055,Robert Davi,2
24,Milton Krest,52fe426ec3a36847f801e08f,2,2516,Anthony Zerbe,4
8,Peter,52fe47a3c3a36847f81408e3,2,79795,Shiloh Fernandez,3
7,Detective Leon Jackson,52fe4369c3a36847f80525a7,2,822,Avery Brooks,4
13,King Koopa,52fe4510c3a36847f80ba535,2,2778,Dennis Hopper,2
16,Iggy,56c0ff54c3a368180a00de7c,2,26473,Fisher Stevens,4
17,Spike,56c0ff729251410ae6000b4f,2,6396,Richard Edson,5
7,Broken Sword,52fe4214c3a36847f800269b,2,1337,Tony Leung Chiu-Wai,1
32,Flying Snow,56f10ad9925141184a00263e,1,1338,Maggie Cheung,2
10,King of Qin,52fe4214c3a36847f80026a7,2,1340,Chen Dao-Ming,5
15,Joseph Morelli,52fe4888c3a36847f816c729,2,183812,Jason O'Mara,1
6,Ranger,52fe4888c3a36847f816c6f9,2,10582,Daniel Sunjata,2
7,Lula,52fe4888c3a36847f816c6fd,1,109561,Sherri Shepherd,4
5,Grandma Mazur,52fe4888c3a36847f816c6f5,1,8857,Debbie Reynolds,5
6,Agent Lacey,52fe4ede9251416c751652b7,1,51988,Lizzy Caplan,2
9,Kim Jong-un,52fe4ede9251416c751652c3,2,79082,Randall Park,3
18,Sook,54911230925141472c0009b0,0,583051,Diana Bang,4
10,Malcolm,52fe4ede9251416c751652c7,2,1181329,Timothy Simons,5
8,Yang,52fe46fcc3a36847f811d8cb,0,16962,Jang Dong-gun,1
11,Saddest Flute,52fe46fcc3a36847f811d8d7,2,69636,Ti Lung,4
32,Eight-Ball,52fe46fcc3a36847f811d953,2,19754,Tony Cox,5
1,Bazil,52fe456ec3a368484e05a8a5,2,37627,Dany Boon,0
4,Placard,52fe456ec3a368484e05a8b1,0,20795,Jean-Pierre Marielle,3
5,La M\u00f4me Caoutchouc,52fe456ec3a368484e05a8b5,1,54292,Julie Ferrier,4
6,Tambouille,52fe456ec3a368484e05a8b9,0,2415,Yolande Moreau,5
3,"Jimmy B. \""Rabbit\"" Smith",52fe4212c3a36847f8001c53,2,325,Eminem,0
4,"David \""Future\"" Porter",52fe4212c3a36847f8001c57,2,327,Mekhi Phifer,1
21,Janeane,52fe4212c3a36847f8001c8b,1,343,Taryn Manning,5
0,Edouard (voice),53b70aa20e0a2676c4005f17,2,2408,Jamel Debbouze,1
1,Ian (voice),53b70aaa0e0a2676c4005f1b,0,82302,Ari\u00e9 Elmaleh,2
2,Lucie (voice),53b70ad00e0a2676cb005e78,0,1254992,M\u00e9lissa Theuriau,3
8,Vladimir / Sergey (voice),551efe829251415c8c000019,0,1045532,Patrice Thibaud,4
9,Simeon (voice),551efe96c3a3684dc100002b,0,62535,Christian Hecq,5
3,Lady Jocelyn,52fe44fcc3a36847f80b5ee3,1,27855,Shannyn Sossamon,2
19,Kate,52fe44fcc3a36847f80b5f3f,1,42279,Laura Fraser,4
2,Arthur Watson,52fe43939251416c75015ba1,2,7400,Lee Evans,1
4,Snakehead,52fe43939251416c75015ba9,2,6104,Julian Sands,3
26,Lester Wong,57417a65c3a3685ee60047e0,2,66717,Anthony Wong,5
18,Sean,52fe426fc3a36847f801e76f,2,10694,Glenn Fitzgerald,5
4,Ellie,52fe48b3c3a368484e106687,1,80591,Rashida Jones,3
10,Daniel LaRusso,52fe431dc3a36847f803b84d,2,2877,Ralph Macchio,0
11,Mr. Kesuke Miyagi,52fe431ec3a36847f803b851,2,23915,Pat Morita,1
18,Johnny Lawrence,52fe431ec3a36847f803b86d,2,56124,William Zabka,2
17,John Kreese,52fe431ec3a36847f803b869,2,56117,Martin Kove,3
16,Dutch,52fe431ec3a36847f803b865,2,23920,Chad McQueen,4
12,Lucille LaRusso,52fe431ec3a36847f803b855,1,23916,Randee Heller,5
7,Grandma Annie,52fe476d9251416c75098e57,1,71727,Betty White,4
4,"Angela \""Angie\"" Green",52fe43669251416c7500eecf,1,49425,Annabeth Gish,3
12,Matty - Age 4,52fe43679251416c7500eefd,2,942021,Benjamin Weir,4
13,Bobby,52fe43679251416c7500ef01,2,63791,Jay Brazeau,5
19,Mr. Strickland,52fe4221c3a36847f800649b,2,1072,James Tolkan,4
20,George McFly,52fe4221c3a36847f800649f,0,1952,Jeffrey Weissman,5
12,Mr. Jang,533c9c54c3a36878e6000dd6,2,64880,Choi Min-sik,2
11,Pierre Del Rio,533c9bb4c3a36878fb000d76,2,2960,Amr Waked,3
56,The Limey,54255ad3c3a368698c00075d,2,7031,Julian Rhind-Tutt,4
15,Christian Grey,530bacd1c3a36875f30002b1,2,1254583,Jamie Dornan,1
6,Carla Wilks,52fe4e10c3a368484e20c3c1,1,49971,Jennifer Ehle,2
10,Kate Kavanagh,52fe4e10c3a368484e20c3d1,1,222130,Eloise Mumford,3
9,Jose Rodriguez,52fe4e10c3a368484e20c3cd,2,59251,Victor Rasuk,4
3,Carmen Cortez,52fe44d89251416c75042f41,1,57674,Alexa PenaVega,2
19,Henry Baker,52fe43e19251416c75021bf7,2,85140,Kevin G. Schmidt,5
16,Shah,52fe4cd89251416c91101ff7,0,123102,Yousuf Azami,4
12,Kit Keller,52fe441e9251416c750297ef,1,15309,Lori Petty,3
13,Ernie Capadino,52fe441e9251416c750297f3,2,16165,Jon Lovitz,4
9,Janet Hodgson,56806d539251414d9800443d,1,1330999,Madison Wolfe,2
83,Margaret Hodgson,5967068dc3a368293b144ad3,0,1554519,Lauren Esposito,4
80,Billy Hodgson,57ca7389c3a3686261000b3f,0,1554515,Benjamin Haigh,5
8,Conor Barry,52fe433d9251416c75008c39,2,16666,Kevin Connolly,4
11,Brenda,52fe43b6c3a36847f8069e6d,1,35705,Regina Hall,1
16,Sidney Prescott,52fe43b4c3a36847f8069121,1,9206,Neve Campbell,1
20,Roman Bridger,52fe43b4c3a36847f8069131,2,35595,Scott Foley,4
23,John Milton,52fe43b4c3a36847f806913d,2,2714,Lance Henriksen,5
9,Russell,54e32553925141454f006e03,0,76126,T.I.,4
34,Rita,558262f3c3a3686fb1000a9e,1,1478382,Edwina Findley Dickerson,5
7,Lucy Westenra,52fe443ec3a36847f808a96b,1,41381,Sadie Frost,5
4,Eric Powell,52fe44aac3a368484e02fee1,2,61659,Chris Messina,3
26,Simone Beck,52fe44aac3a368484e02ff61,1,58643,Linda Emond,4
27,Louisette Bertholle,52fe44aac3a368484e02ff65,1,17185,Helen Carey,5
13,Harold Parrott,52fe4ab2c3a36847f81dcde3,2,164205,T.R. Knight,1
18,Rachel Isum,52fe4ab2c3a36847f81dcdf7,1,87243,Nicole Beharie,3
112,Penny,58c9581ac3a36836b4000ae0,1,176497,Rachel Melvin,2
10,Billy,52fe49c8c3a36847f81a5ef7,2,77547,Brady Bluhm,4
5,Dr. Andy Harrison,52fe44d4c3a36847f80ac917,2,27124,Gerard Plunkett,4
6,Mindo,52fe44d4c3a36847f80ac91b,2,18260,August Schellenberg,5
4,Matt,53c4fdc20e0a261e03001581,2,521563,Anders Holm,3
36,Paige,5692be90c3a3684cfc002e08,1,1561685,JoJo Kushner,4
10,Cameron,55108ae6c3a368488600d5bf,2,990369,Andrew Rannells,5
3,Angela Payton,54d3605cc3a368616e002cbe,1,110742,Tika Sumpter,3
15,Uncas,52fe44eec3a36847f80b261f,2,57448,Eric Schweig,3
16,Alice Munro,52fe44eec3a36847f80b2623,1,57449,Jodhi May,4
17,Major Heyward,52fe44eec3a36847f80b2627,2,27764,Steven Waddington,5
4,Joe Adams,52fe430bc3a36847f80363eb,2,9464,Harry Lennix,3
7,Jeff Brown,52fe430bc3a36847f80363fb,2,58924,Clifton Powell,4
8,Fathead Newman,52fe430bc3a36847f80363ff,2,71913,Bokeem Woodbine,5
24,Miho,52fe4224c3a36847f80073db,1,6278,Devon Aoki,1
19,Himself,52fe4541c3a36847f80c3e61,2,283444,Tony Robbins,5
28,Jack Martin,52fe427bc3a36847f80223bf,2,3151,Jack Lemmon,5
3,Sherri,52fe445b9251416c75031dfb,1,9781,Nia Long,1
4,Leah Fuller,52fe445b9251416c75031dff,1,6108,Emily Procter,2
18,Tom Fuller,52fe445b9251416c75031e47,2,11889,Mark Moses,4
4,Mike O'Donnell (Adult),52fe46fc9251416c7508a37b,2,14408,Matthew Perry,3
5,Ned Gold (Teen),52fe46fc9251416c7508a37f,2,42289,Tyler Steelman,4
6,Scarlett (Teen),52fe46fc9251416c7508a383,1,17270,Allison Miller,5
12,Amber,52fe4cd39251416c91101655,1,974317,Kate Upton,2
11,Phil,52fe4cd39251416c91101651,2,210271,Taylor Kinney,5
1,Nick O'Bannon,52fe47f89251416c750ab9bd,2,94421,Bobby Campo,0
2,Lori Milligan,52fe47f89251416c750ab9c1,1,94423,Shantel VanSanten,1
3,Hunt Wynorski,52fe47f89251416c750ab9c5,2,84076,Nick Zano,2
4,Janet Cunningham,52fe47f89251416c750ab9c9,1,94424,Haley Webb,3
6,Samantha Lane,52fe47f89251416c750ab9cd,1,21858,Krista Allen,4
7,Mechanic,52fe47f89251416c750ab9d1,2,65699,Andrew Fiscella,5
26,Francis Gary Powers,55f009a69251413e4501d3ad,2,970216,Austin Stowell,5
4,"Capt. Rodway, USMC",52fe448cc3a36847f809c471,0,53572,Charles Malik Whitfield,3
6,Miroslav Lokar,52fe448cc3a36847f809c479,2,53573,Olek Krupa,5
23,Daphne Binks,52fe44e99251416c910210c7,1,32798,Elisabeth Moss,3
5,Sergio Roma,52fe44e89251416c9102107d,2,16450,Sean Combs,5
19,Miss Mitzi,52fe43bec3a36847f806c1fd,1,20974,Anita Gillette,5
1,Alan Abernathy,52fe44589251416c750316f7,2,20814,Gregory Smith,0
9,Al Simmons,52fe435b9251416c7500d503,2,64856,Michael Jai White,0
17,Cogliostro,52fe435b9251416c7500d519,2,51812,Nicol Williamson,4
4,J.F. Villefort,52fe44309251416c7502bf2b,2,22063,James Frain,3
11,Merced\u00e8s Iguanada,52fe44309251416c7502bf53,1,52776,Dagmara Domi\u0144czyk,4
5,Martin B.,52fe4755c3a36847f8130049,2,18992,Aidan Quinn,3
6,Ernst J\u00fcrgen,52fe4755c3a36847f813004d,2,2310,Bruno Ganz,4
56,Jess Borden,56c8aedfc3a368408c003e82,1,1580598,Samantha Mahurin,5
10,Gary Supernova (voice),52fe4788c3a368484e0cc2f3,2,52997,Rob Corddry,1
9,Gabby Babblebrook,52fe4788c3a368484e0cc2ef,1,95102,Kaitlin Olson,5
15,Jaguar Paw,52fe4300c3a36847f8033009,2,17678,Rudy Youngblood,0
25,Zero Wolf,52fe4300c3a36847f8033031,2,17688,Raoul Max Trujillo,1
26,Middle Eye,52fe4300c3a36847f8033035,2,17689,Gerardo Taracena,2
32,Sky Flower,52fe4300c3a36847f8033049,1,42009,Iazua Larios,3
140,Chilam,584d68bec3a3682ad400b0bc,2,62477,Antonio Monroy,4
66,Mother in Law,52fe4300c3a36847f80330d9,1,4364,Mar\u00eda Isabel D\u00edaz,5
19,Kara Milovy,52fe426ec3a36847f801df97,1,10670,Maryam d'Abo,1
20,General Georgi Koskov,52fe426ec3a36847f801df9b,0,1924,Jeroen Krabb\u00e9,2
2,Laura J. Kelly,52fe454bc3a36847f80c6417,1,26513,Debra Winger,1
6,Bower,52fe454bc3a36847f80c6427,0,21521,Steven Hill,5
14,Sheriff Dave Newsome,537b40a4c3a3685e0d001616,2,41247,Len Cariou,6
15,Mrs. Garvey,537b40cac3a3685e1a0015c9,0,59199,Joan Heney,7
16,Tom Greenleaf,537b40e4c3a3685e1a0015ce,2,218899,John Dunn-Hill,8
17,Fire Chief Wickersham,537b40fec3a3685e41001870,2,58169,Vlasta Vr\u00e1na,9
18,Detective Bradley,537b411ac3a3685e290017a6,0,108302,Matt Holland,10
