id,name,movieid
9648,Mystery,11863
10749,Romance,11863
28,Action,18501
53,Thriller,18501
878,Science Fiction,18501
14,Fantasy,109491
18,Drama,109491
10749,Romance,109491
35,Comedy,9275
80,Crime,9275
18,Drama,9275
53,Thriller,9275
35,Comedy,329833
35,Comedy,12634
80,Crime,12634
35,Comedy,10416
18,Drama,10416
10749,Romance,10416
878,Science Fiction,10416
14,Fantasy,47327
53,Thriller,47327
28,Action,47327
80,Crime,47327
28,Action,15268
12,Adventure,15268
878,Science Fiction,15268
53,Thriller,15268
28,Action,10796
878,Science Fiction,10796
53,Thriller,10796
28,Action,9548
35,Comedy,9548
53,Thriller,9548
80,Crime,9548
9648,Mystery,9548
18,Drama,18947
35,Comedy,18947
53,Thriller,1900
18,Drama,1900
80,Crime,1900
12,Adventure,89
28,Action,89
18,Drama,96724
10749,Romance,96724
80,Crime,198184
28,Action,198184
878,Science Fiction,198184
18,Drama,9481
9648,Mystery,9481
53,Thriller,9481
80,Crime,9481
80,Crime,4547
18,Drama,4547
53,Thriller,4547
27,Horror,53953
28,Action,6415
12,Adventure,6415
35,Comedy,6415
80,Crime,181283
53,Thriller,181283
12,Adventure,9896
35,Comedy,9896
18,Drama,167
878,Science Fiction,167
35,Comedy,11232
14,Fantasy,11232
10749,Romance,11232
878,Science Fiction,11232
14,Fantasy,1636
35,Comedy,1636
10749,Romance,1636
10402,Music,2148
18,Drama,2148
80,Crime,2148
10749,Romance,2148
37,Western,5176
53,Thriller,260346
28,Action,260346
10749,Romance,1389
35,Comedy,1389
80,Crime,1389
35,Comedy,9894
18,Drama,9894
53,Thriller,9894
18,Drama,7504
12,Adventure,8592
28,Action,8592
35,Comedy,8592
53,Thriller,8592
80,Crime,8592
18,Drama,913
80,Crime,913
10749,Romance,913
35,Comedy,11091
18,Drama,11091
10749,Romance,11091
28,Action,1368
12,Adventure,1368
53,Thriller,1368
10752,War,1368
18,Drama,593
878,Science Fiction,593
12,Adventure,593
9648,Mystery,593
16,Animation,5393
35,Comedy,5393
10751,Family,5393
14,Fantasy,5393
878,Science Fiction,5393
18,Drama,9095
27,Horror,9095
53,Thriller,9095
10749,Romance,9095
35,Comedy,8874
10749,Romance,8874
35,Comedy,11467
10749,Romance,11467
80,Crime,320
9648,Mystery,320
53,Thriller,320
878,Science Fiction,199
28,Action,199
12,Adventure,199
53,Thriller,199
28,Action,20533
37,Western,20533
18,Drama,20533
14,Fantasy,20533
53,Thriller,20533
18,Drama,10684
53,Thriller,10684
9648,Mystery,10684
10752,War,10684
35,Comedy,1624
80,Crime,325789
18,Drama,325789
53,Thriller,325789
18,Drama,113464
36,History,113464
10752,War,113464
14,Fantasy,888
35,Comedy,888
10751,Family,888
28,Action,82675
80,Crime,82675
53,Thriller,82675
35,Comedy,4256
35,Comedy,1493
80,Crime,1493
28,Action,1493
28,Action,88751
878,Science Fiction,88751
12,Adventure,88751
35,Comedy,88751
10751,Family,88751
35,Comedy,11130
18,Drama,11130
10751,Family,11130
10749,Romance,11130
18,Drama,9944
9648,Mystery,9944
53,Thriller,9944
80,Crime,9944
18,Drama,10731
53,Thriller,10731
80,Crime,10731
9648,Mystery,10731
18,Drama,7350
35,Comedy,7350
18,Drama,9869
28,Action,9869
53,Thriller,9869
80,Crime,9869
10749,Romance,4379
35,Comedy,4379
18,Drama,146233
53,Thriller,146233
80,Crime,146233
28,Action,2034
80,Crime,2034
18,Drama,2034
53,Thriller,2034
35,Comedy,926
10751,Family,926
878,Science Fiction,926
35,Comedy,4248
35,Comedy,64328
10751,Family,64328
10402,Music,64328
27,Horror,36647
28,Action,36647
18,Drama,7214
28,Action,1537
12,Adventure,1537
80,Crime,1537
53,Thriller,1537
12,Adventure,9360
27,Horror,9360
53,Thriller,9360
35,Comedy,6282
35,Comedy,508
10749,Romance,508
18,Drama,508
12,Adventure,9487
16,Animation,9487
35,Comedy,9487
10751,Family,9487
27,Horror,768
9648,Mystery,768
53,Thriller,768
28,Action,2636
53,Thriller,2636
35,Comedy,10478
18,Drama,10478
10749,Romance,10478
35,Comedy,27983
18,Drama,27983
10751,Family,27983
10749,Romance,9981
35,Comedy,9981
10751,Family,9981
12,Adventure,7453
35,Comedy,7453
10751,Family,7453
878,Science Fiction,7453
35,Comedy,15045
18,Drama,15045
10751,Family,15045
27,Horror,7737
28,Action,7737
878,Science Fiction,7737
35,Comedy,232672
12,Adventure,17379
35,Comedy,17379
18,Drama,17379
28,Action,8987
12,Adventure,8987
80,Crime,8987
53,Thriller,8987
12,Adventure,11359
10751,Family,11359
14,Fantasy,11359
80,Crime,82525
18,Drama,82525
53,Thriller,82525
28,Action,9759
12,Adventure,9759
80,Crime,9759
53,Thriller,9759
12,Adventure,9486
28,Action,9486
35,Comedy,9486
14,Fantasy,9906
12,Adventure,9906
16,Animation,9906
35,Comedy,9906
10751,Family,9906
28,Action,841
878,Science Fiction,841
12,Adventure,841
12,Adventure,4688
18,Drama,4688
10402,Music,4688
10749,Romance,4688
18,Drama,4148
10749,Romance,4148
28,Action,2207
12,Adventure,2207
80,Crime,2207
53,Thriller,2207
28,Action,9381
12,Adventure,9381
878,Science Fiction,9381
53,Thriller,9381
28,Action,9625
12,Adventure,9625
80,Crime,9625
18,Drama,9625
53,Thriller,9625
35,Comedy,9304
14,Fantasy,9304
878,Science Fiction,9304
12,Adventure,20856
35,Comedy,20856
10751,Family,20856
14,Fantasy,20856
878,Science Fiction,20856
80,Crime,5955
18,Drama,5955
9648,Mystery,5955
53,Thriller,5955
35,Comedy,9899
10402,Music,9899
12,Adventure,9826
28,Action,9826
18,Drama,21355
10749,Romance,21355
37,Western,21355
36,History,10858
18,Drama,10858
53,Thriller,11439
9648,Mystery,11439
12,Adventure,9457
28,Action,9457
27,Horror,9457
878,Science Fiction,9457
18,Drama,12412
10752,War,12412
28,Action,1494
18,Drama,1494
14,Fantasy,1494
28,Action,13184
80,Crime,13184
53,Thriller,13184
28,Action,2185
35,Comedy,2185
53,Thriller,2185
18,Drama,6639
10749,Romance,6639
28,Action,38153
53,Thriller,38153
80,Crime,58233
12,Adventure,58233
28,Action,58233
35,Comedy,58233
53,Thriller,58233
16,Animation,116977
28,Action,116977
35,Comedy,116977
10751,Family,116977
18,Drama,68734
53,Thriller,68734
12,Adventure,5503
28,Action,5503
53,Thriller,5503
80,Crime,5503
9648,Mystery,5503
28,Action,27573
80,Crime,819
18,Drama,819
53,Thriller,819
28,Action,1369
12,Adventure,1369
53,Thriller,1369
10752,War,1369
18,Drama,9623
53,Thriller,9623
16,Animation,10895
10751,Family,10895
28,Action,10935
18,Drama,10935
36,History,10935
37,Western,10935
14,Fantasy,834
28,Action,834
878,Science Fiction,834
53,Thriller,834
18,Drama,228066
878,Science Fiction,228066
53,Thriller,228066
18,Drama,711
35,Comedy,10468
18,Drama,10468
28,Action,10027
80,Crime,10027
10749,Romance,11812
35,Comedy,11812
18,Drama,37233
9648,Mystery,37233
53,Thriller,37233
18,Drama,37950
28,Action,27582
53,Thriller,27582
80,Crime,27582
28,Action,64688
35,Comedy,64688
80,Crime,64688
10749,Romance,509
35,Comedy,509
18,Drama,509
16,Animation,7443
35,Comedy,7443
10751,Family,7443
35,Comedy,5966
10749,Romance,5966
35,Comedy,11066
10749,Romance,11066
28,Action,136795
35,Comedy,136795
80,Crime,136795
18,Drama,8095
36,History,8095
10749,Romance,8095
35,Comedy,87826
18,Drama,11560
9648,Mystery,11560
53,Thriller,11560
80,Crime,11560
35,Comedy,25189
18,Drama,25189
10749,Romance,25189
18,Drama,2637
27,Horror,2637
9648,Mystery,2637
35,Comedy,18480
12,Adventure,709
28,Action,709
53,Thriller,709
14,Fantasy,49730
53,Thriller,49730
27,Horror,49730
28,Action,2749
80,Crime,2749
53,Thriller,2749
12,Adventure,9607
35,Comedy,9607
10751,Family,9607
14,Fantasy,9607
80,Crime,1830
18,Drama,1830
53,Thriller,1830
18,Drama,79
12,Adventure,79
28,Action,79
36,History,79
28,Action,54054
35,Comedy,54054
80,Crime,54054
28,Action,228967
35,Comedy,228967
12,Adventure,46528
14,Fantasy,46528
28,Action,46528
37,Western,46528
53,Thriller,46528
28,Action,27936
35,Comedy,27936
80,Crime,27936
18,Drama,65
12,Adventure,280391
35,Comedy,280391
16,Animation,280391
12,Adventure,9476
18,Drama,9476
10749,Romance,9476
28,Action,9476
53,Thriller,10610
14,Fantasy,10610
28,Action,10610
35,Comedy,10610
9648,Mystery,745
53,Thriller,745
18,Drama,745
28,Action,49527
53,Thriller,49527
80,Crime,49527
35,Comedy,73937
18,Drama,1885
18,Drama,168672
80,Crime,168672
35,Comedy,18240
10749,Romance,18240
18,Drama,18240
80,Crime,10398
18,Drama,10398
9648,Mystery,10398
53,Thriller,10398
12,Adventure,165
35,Comedy,165
10751,Family,165
878,Science Fiction,165
28,Action,240832
878,Science Fiction,240832
18,Drama,216015
10749,Romance,216015
53,Thriller,216015
28,Action,12279
12,Adventure,12279
35,Comedy,12279
10751,Family,12279
878,Science Fiction,12279
80,Crime,1645
18,Drama,1645
53,Thriller,1645
35,Comedy,11007
28,Action,193756
18,Drama,193756
53,Thriller,193756
10752,War,193756
35,Comedy,11287
27,Horror,259693
18,Drama,37799
35,Comedy,10184
10749,Romance,10184
18,Drama,10184
35,Comedy,4257
27,Horror,4234
9648,Mystery,4234
12,Adventure,196
35,Comedy,196
10751,Family,196
878,Science Fiction,196
35,Comedy,257091
10749,Romance,6114
27,Horror,6114
10749,Romance,24803
18,Drama,24803
18,Drama,109410
53,Thriller,1213
80,Crime,1213
18,Drama,1213
35,Comedy,100042
12,Adventure,9036
18,Drama,9036
10751,Family,9036
35,Comedy,257211
28,Action,323675
35,Comedy,323675
28,Action,9361
12,Adventure,9361
18,Drama,9361
36,History,9361
10749,Romance,9361
10752,War,9361
18,Drama,1677
10402,Music,1677
28,Action,187
53,Thriller,187
80,Crime,187
18,Drama,7461
28,Action,7461
53,Thriller,7461
80,Crime,7461
35,Comedy,16538
35,Comedy,9889
10749,Romance,9889
18,Drama,820
53,Thriller,820
36,History,820
35,Comedy,11565
80,Crime,11565
28,Action,6073
35,Comedy,6073
80,Crime,6073
10749,Romance,6073
35,Comedy,16996
35,Comedy,193610
10749,Romance,193610
27,Horror,19912
9648,Mystery,19912
53,Thriller,296098
18,Drama,296098
28,Action,8007
18,Drama,8007
53,Thriller,8007
10752,War,8007
35,Comedy,32823
18,Drama,4380
10749,Romance,4380
35,Comedy,4380
35,Comedy,11551
12,Adventure,11551
14,Fantasy,11551
878,Science Fiction,11551
28,Action,11551
28,Action,10336
12,Adventure,10336
14,Fantasy,10336
27,Horror,10336
878,Science Fiction,10336
53,Thriller,10336
28,Action,11362
12,Adventure,11362
18,Drama,11362
53,Thriller,11362
80,Crime,50348
18,Drama,50348
53,Thriller,50348
28,Action,48138
9648,Mystery,48138
53,Thriller,48138
18,Drama,1124
9648,Mystery,1124
53,Thriller,1124
35,Comedy,227159
16,Animation,68179
35,Comedy,68179
12,Adventure,68179
10751,Family,68179
878,Science Fiction,68179
28,Action,1579
12,Adventure,1579
18,Drama,1579
53,Thriller,1579
28,Action,708
12,Adventure,708
53,Thriller,708
28,Action,34851
878,Science Fiction,34851
12,Adventure,34851
53,Thriller,34851
35,Comedy,9930
80,Crime,9930
18,Drama,9930
10749,Romance,9930
53,Thriller,9930
53,Thriller,1586
9648,Mystery,1586
10749,Romance,2044
18,Drama,2044
9648,Mystery,2044
18,Drama,9913
27,Horror,9913
9648,Mystery,9913
53,Thriller,9913
14,Fantasy,71864
18,Drama,71864
35,Comedy,71864
10751,Family,71864
35,Comedy,10761
10749,Romance,10761
10402,Music,209451
18,Drama,209451
18,Drama,11975
80,Crime,11975
53,Thriller,11975
27,Horror,4970
53,Thriller,4970
18,Drama,11831
36,History,11831
9648,Mystery,11831
12,Adventure,9096
14,Fantasy,440
28,Action,440
878,Science Fiction,440
53,Thriller,440
27,Horror,440
35,Comedy,11011
10751,Family,11011
18,Drama,10641
10749,Romance,10641
35,Comedy,11172
10402,Music,11172
10749,Romance,11172
12,Adventure,39513
35,Comedy,39513
878,Science Fiction,39513
35,Comedy,82687
27,Horror,41446
9648,Mystery,41446
53,Thriller,8224
80,Crime,8224
9648,Mystery,8224
18,Drama,10537
10402,Music,10537
35,Comedy,225886
35,Comedy,10385
18,Drama,10385
27,Horror,55779
9648,Mystery,55779
35,Comedy,10154
80,Crime,10154
10749,Romance,10154
18,Drama,10647
10749,Romance,10647
35,Comedy,11431
18,Drama,11431
10749,Romance,11431
35,Comedy,8457
35,Comedy,188161
37,Western,188161
12,Adventure,8850
14,Fantasy,8850
28,Action,8850
53,Thriller,8850
878,Science Fiction,8850
18,Drama,64685
35,Comedy,38357
18,Drama,38357
10749,Romance,38357
18,Drama,10060
80,Crime,11398
28,Action,11398
12,Adventure,11398
18,Drama,1833
10749,Romance,1833
18,Drama,10391
27,Horror,10391
53,Thriller,10391
80,Crime,10391
35,Comedy,8970
14,Fantasy,9306
27,Horror,9306
878,Science Fiction,9306
28,Action,11370
12,Adventure,11370
18,Drama,11370
18,Drama,12184
18,Drama,1921
10749,Romance,1921
27,Horror,1683
18,Drama,203
80,Crime,203
35,Comedy,11858
10752,War,11858
28,Action,62835
53,Thriller,62835
80,Crime,62835
18,Drama,62835
14,Fantasy,18937
16,Animation,18937
18,Drama,18937
10749,Romance,18937
10751,Family,18937
80,Crime,13536
18,Drama,13536
9648,Mystery,13536
18,Drama,15556
10749,Romance,15556
28,Action,10718
18,Drama,11062
53,Thriller,11062
18,Drama,10802
18,Drama,1887
36,History,1887
28,Action,6071
80,Crime,6071
18,Drama,6071
53,Thriller,6071
28,Action,10461
18,Drama,10461
53,Thriller,10461
80,Crime,10461
53,Thriller,80278
18,Drama,80278
28,Action,12704
12,Adventure,12704
35,Comedy,12704
12,Adventure,10315
16,Animation,10315
35,Comedy,10315
10751,Family,10315
35,Comedy,16643
18,Drama,16643
10749,Romance,16643
35,Comedy,2687
14,Fantasy,2687
878,Science Fiction,2687
35,Comedy,194
10749,Romance,194
35,Comedy,11025
35,Comedy,8849
12,Adventure,78698
18,Drama,78698
10749,Romance,78698
18,Drama,30943
9648,Mystery,30943
27,Horror,9544
53,Thriller,9544
12,Adventure,24418
14,Fantasy,24418
28,Action,24418
53,Thriller,24418
28,Action,7288
35,Comedy,7288
53,Thriller,7288
35,Comedy,14655
10402,Music,14655
28,Action,24575
18,Drama,24575
53,Thriller,24575
28,Action,10366
878,Science Fiction,10366
28,Action,19898
27,Horror,19898
9648,Mystery,19898
878,Science Fiction,19898
53,Thriller,19898
28,Action,4965
878,Science Fiction,4965
53,Thriller,4965
28,Action,15074
12,Adventure,15074
18,Drama,15074
53,Thriller,15074
35,Comedy,56715
14,Fantasy,56715
878,Science Fiction,56715
878,Science Fiction,1272
53,Thriller,1272
18,Drama,72358
35,Comedy,72358
12,Adventure,20542
14,Fantasy,20542
16,Animation,20542
35,Comedy,20542
878,Science Fiction,20542
10751,Family,20542
28,Action,266396
18,Drama,266396
80,Crime,266396
12,Adventure,9978
28,Action,9978
10751,Family,9978
53,Thriller,8271
18,Drama,8271
9648,Mystery,8271
28,Action,10428
80,Crime,10428
53,Thriller,10428
18,Drama,10428
28,Action,5353
12,Adventure,5353
53,Thriller,5353
18,Drama,5353
35,Comedy,11934
18,Drama,11934
28,Action,14392
18,Drama,14392
36,History,14392
28,Action,19495
36,History,19495
10752,War,19495
28,Action,110415
878,Science Fiction,110415
18,Drama,110415
12,Adventure,77459
16,Animation,77459
35,Comedy,77459
10751,Family,77459
14,Fantasy,77459
28,Action,26486
35,Comedy,26486
14,Fantasy,9495
28,Action,9495
53,Thriller,9495
28,Action,256040
12,Adventure,256040
10752,War,256040
36,History,256040
18,Drama,24420
10749,Romance,24420
14,Fantasy,24420
35,Comedy,1257
16,Animation,62214
35,Comedy,62214
10751,Family,62214
878,Science Fiction,16320
28,Action,16320
12,Adventure,16320
53,Thriller,16320
10749,Romance,8842
18,Drama,8842
35,Comedy,9531
28,Action,9531
12,Adventure,9531
14,Fantasy,9531
878,Science Fiction,9531
35,Comedy,64807
12,Adventure,12289
18,Drama,12289
28,Action,12289
35,Comedy,11529
10749,Romance,11529
35,Comedy,20943
10749,Romance,20943
35,Comedy,9099
10751,Family,9099
28,Action,9488
12,Adventure,9488
10751,Family,9488
878,Science Fiction,193
28,Action,193
12,Adventure,193
53,Thriller,193
28,Action,44865
18,Drama,44865
36,History,44865
18,Drama,55787
10749,Romance,55787
12,Adventure,257932
10751,Family,257932
14,Fantasy,257932
16,Animation,257932
18,Drama,10400
18,Drama,1957
53,Thriller,1957
80,Crime,10833
35,Comedy,10833
10749,Romance,10833
28,Action,256961
35,Comedy,256961
10751,Family,256961
18,Drama,5852
10749,Romance,5852
53,Thriller,5852
35,Comedy,12312
27,Horror,622
9648,Mystery,622
53,Thriller,622
18,Drama,11306
53,Thriller,11306
10402,Music,12508
18,Drama,12508
35,Comedy,12508
18,Drama,25793
28,Action,10534
18,Drama,10534
27,Horror,1091
9648,Mystery,1091
878,Science Fiction,1091
878,Science Fiction,87421
28,Action,87421
53,Thriller,87421
28,Action,10871
12,Adventure,10871
9648,Mystery,10871
53,Thriller,10871
28,Action,13503
37,Western,13503
12,Adventure,13600
10751,Family,13600
14,Fantasy,13600
18,Drama,68722
12,Adventure,14324
28,Action,14324
35,Comedy,14324
10749,Romance,14324
18,Drama,14325
12,Adventure,299687
878,Science Fiction,299687
18,Drama,312221
80,Crime,23168
18,Drama,23168
53,Thriller,23168
10749,Romance,76494
35,Comedy,76494
18,Drama,76494
35,Comedy,4944
18,Drama,4944
12,Adventure,10488
35,Comedy,10488
10751,Family,10488
14,Fantasy,10488
18,Drama,96721
28,Action,96721
18,Drama,334
28,Action,23742
35,Comedy,23742
80,Crime,23742
35,Comedy,259694
10749,Romance,259694
18,Drama,62837
10751,Family,62837
12,Adventure,8966
14,Fantasy,8966
18,Drama,8966
10749,Romance,8966
18,Drama,8470
53,Thriller,8470
80,Crime,8470
28,Action,11001
35,Comedy,11001
80,Crime,11001
35,Comedy,138832
80,Crime,138832
28,Action,16911
14,Fantasy,16911
878,Science Fiction,16911
53,Thriller,16911
18,Drama,2163
28,Action,2163
53,Thriller,2163
12,Adventure,36670
28,Action,36670
53,Thriller,36670
878,Science Fiction,23048
35,Comedy,23048
12,Adventure,23048
10751,Family,227735
18,Drama,227735
53,Thriller,2155
28,Action,8409
18,Drama,8409
18,Drama,222936
35,Comedy,222936
10749,Romance,222936
36,History,31908
18,Drama,31908
18,Drama,10219
10749,Romance,10219
18,Drama,48171
53,Thriller,48171
27,Horror,48171
53,Thriller,782
878,Science Fiction,782
9648,Mystery,782
10749,Romance,782
18,Drama,75531
35,Comedy,75531
16,Animation,11802
10751,Family,11802
35,Comedy,9776
35,Comedy,18785
28,Action,365222
18,Drama,365222
36,History,365222
12,Adventure,817
35,Comedy,817
80,Crime,817
878,Science Fiction,817
14,Fantasy,268
28,Action,268
18,Drama,45054
12,Adventure,943
28,Action,943
35,Comedy,943
53,Thriller,943
80,Crime,943
18,Drama,22881
28,Action,10054
35,Comedy,10054
10751,Family,10054
12,Adventure,10054
35,Comedy,51540
80,Crime,51540
18,Drama,44264
12,Adventure,44264
37,Western,44264
35,Comedy,350
18,Drama,350
10749,Romance,350
878,Science Fiction,152
12,Adventure,152
9648,Mystery,152
35,Comedy,109431
80,Crime,109431
80,Crime,1598
53,Thriller,1598
18,Drama,8065
80,Crime,8065
35,Comedy,271718
35,Comedy,11638
10749,Romance,11638
18,Drama,409
10749,Romance,409
10752,War,409
80,Crime,2118
18,Drama,2118
9648,Mystery,2118
53,Thriller,2118
12,Adventure,11459
35,Comedy,11459
10751,Family,11459
35,Comedy,10806
10749,Romance,10806
878,Science Fiction,9348
27,Horror,9348
28,Action,9348
27,Horror,377
27,Horror,8843
878,Science Fiction,8843
53,Thriller,8843
28,Action,9313
12,Adventure,9313
18,Drama,9313
18,Drama,39486
12,Adventure,1273
16,Animation,1273
35,Comedy,1273
10751,Family,1273
18,Drama,13920
10749,Romance,50544
35,Comedy,50544
35,Comedy,325133
35,Comedy,140823
18,Drama,140823
36,History,140823
18,Drama,1883
36,History,1883
35,Comedy,89492
35,Comedy,22949
10751,Family,22949
14,Fantasy,12437
28,Action,12437
12,Adventure,12437
878,Science Fiction,12437
53,Thriller,12437
35,Comedy,2959
35,Comedy,9957
35,Comedy,11648
10749,Romance,11648
80,Crime,9366
18,Drama,9366
53,Thriller,9366
27,Horror,1576
28,Action,1576
878,Science Fiction,1576
27,Horror,609
35,Comedy,5516
80,Crime,5516
53,Thriller,5516
28,Action,13051
28,Action,49530
53,Thriller,49530
878,Science Fiction,49530
35,Comedy,34806
10749,Romance,34806
35,Comedy,49022
18,Drama,49022
10749,Romance,49022
12,Adventure,11469
35,Comedy,11469
14,Fantasy,11469
35,Comedy,23479
10751,Family,23479
28,Action,11667
12,Adventure,11667
53,Thriller,11667
18,Drama,423
10752,War,423
18,Drama,2447
36,History,2447
27,Horror,10066
18,Drama,2288
10749,Romance,2288
18,Drama,88794
80,Crime,88794
36,History,88794
27,Horror,13515
9648,Mystery,13515
53,Thriller,13515
18,Drama,11979
14,Fantasy,11979
27,Horror,11979
878,Science Fiction,169
28,Action,169
53,Thriller,169
18,Drama,8090
35,Comedy,11622
10749,Romance,11622
878,Science Fiction,3604
35,Comedy,9541
10749,Romance,9541
28,Action,94348
53,Thriller,94348
80,Crime,94348
9648,Mystery,94348
80,Crime,8197
18,Drama,8197
9648,Mystery,8197
53,Thriller,8197
80,Crime,336004
28,Action,336004
53,Thriller,336004
35,Comedy,35019
14,Fantasy,35019
80,Crime,10410
36,History,10410
18,Drama,8836
9648,Mystery,8836
878,Science Fiction,8836
53,Thriller,8836
10751,Family,14442
14,Fantasy,14442
35,Comedy,14442
18,Drama,321741
53,Thriller,59965
28,Action,59965
9648,Mystery,59965
16,Animation,14175
10751,Family,14175
12,Adventure,14175
35,Comedy,11004
18,Drama,11004
28,Action,11918
35,Comedy,11918
878,Science Fiction,11918
53,Thriller,98357
80,Crime,98357
18,Drama,98357
27,Horror,10012
35,Comedy,10012
80,Crime,49526
28,Action,49526
53,Thriller,49526
28,Action,268920
35,Comedy,268920
80,Crime,268920
10752,War,9093
12,Adventure,9093
18,Drama,9093
10749,Romance,9093
28,Action,119283
80,Crime,119283
35,Comedy,11823
10749,Romance,11823
35,Comedy,35169
28,Action,118957
27,Horror,118957
53,Thriller,118957
14,Fantasy,849
28,Action,849
12,Adventure,849
28,Action,4515
12,Adventure,4515
18,Drama,4515
36,History,4515
28,Action,18886
12,Adventure,18886
18,Drama,18886
53,Thriller,18886
35,Comedy,6575
10402,Music,6575
18,Drama,6440
10749,Romance,6440
28,Action,13496
37,Western,13496
18,Drama,18320
36,History,18320
10749,Romance,18320
28,Action,22787
80,Crime,22787
9648,Mystery,22787
53,Thriller,22787
18,Drama,8967
14,Fantasy,8967
28,Action,37498
12,Adventure,37498
53,Thriller,37498
28,Action,144336
18,Drama,144336
53,Thriller,144336
80,Crime,144336
18,Drama,9616
14,Fantasy,9616
27,Horror,9616
9648,Mystery,9616
10749,Romance,9616
53,Thriller,9616
28,Action,13056
80,Crime,13056
10751,Family,14113
14,Fantasy,14113
35,Comedy,14113
12,Adventure,285783
18,Drama,285783
53,Thriller,285783
14,Fantasy,49478
10751,Family,49478
28,Action,49478
35,Comedy,9726
18,Drama,9726
10749,Romance,9726
18,Drama,20763
28,Action,9702
80,Crime,9702
18,Drama,9702
53,Thriller,9702
28,Action,9311
80,Crime,9311
18,Drama,9311
9648,Mystery,9311
53,Thriller,9311
53,Thriller,9280
80,Crime,9280
10749,Romance,9280
28,Action,26843
36,History,26843
10752,War,26843
10752,War,11876
12,Adventure,11876
18,Drama,11876
10749,Romance,11876
18,Drama,22267
10752,War,22267
10749,Romance,22267
37,Western,22267
18,Drama,45958
28,Action,1969
35,Comedy,1969
37,Western,1969
80,Crime,1969
18,Drama,310706
80,Crime,310706
28,Action,198663
9648,Mystery,198663
878,Science Fiction,198663
53,Thriller,198663
35,Comedy,239573
18,Drama,10436
10749,Romance,10436
18,Drama,1381
12,Adventure,1381
878,Science Fiction,1381
10749,Romance,1381
28,Action,2162
35,Comedy,2162
53,Thriller,2162
28,Action,127493
80,Crime,127493
18,Drama,127493
53,Thriller,127493
16,Animation,12429
10751,Family,12429
18,Drama,228205
10749,Romance,228205
18,Drama,2900
878,Science Fiction,2900
53,Thriller,2900
10749,Romance,21311
18,Drama,21311
12,Adventure,21311
35,Comedy,77875
10749,Romance,77875
18,Drama,192136
36,History,192136
18,Drama,18254
36,History,18254
18,Drama,881
28,Action,10877
80,Crime,10877
53,Thriller,10877
80,Crime,9600
35,Comedy,9600
10751,Family,202575
14,Fantasy,202575
16,Animation,202575
12,Adventure,202575
27,Horror,71469
28,Action,71469
53,Thriller,71469
878,Science Fiction,71469
10402,Music,85446
18,Drama,85446
10749,Romance,85446
28,Action,326
80,Crime,326
27,Horror,326
53,Thriller,326
9648,Mystery,10685
53,Thriller,10685
28,Action,7220
80,Crime,7220
18,Drama,7220
18,Drama,9763
28,Action,72387
80,Crime,72387
53,Thriller,72387
35,Comedy,12596
18,Drama,12596
12,Adventure,1892
28,Action,1892
878,Science Fiction,1892
28,Action,13460
53,Thriller,13460
878,Science Fiction,13460
18,Drama,8055
10749,Romance,8055
35,Comedy,50647
35,Comedy,10719
10751,Family,10719
14,Fantasy,10719
18,Drama,9294
14,Fantasy,9294
10749,Romance,9294
878,Science Fiction,9294
12,Adventure,11888
35,Comedy,11888
10751,Family,11888
14,Fantasy,9647
35,Comedy,9647
18,Drama,9647
35,Comedy,9353
10751,Family,9353
35,Comedy,55721
10749,Romance,55721
28,Action,109414
35,Comedy,109414
27,Horror,10307
18,Drama,11978
28,Action,22907
80,Crime,22907
18,Drama,22907
53,Thriller,22907
35,Comedy,87567
80,Crime,38322
35,Comedy,38322
28,Action,38322
53,Thriller,45612
878,Science Fiction,45612
9648,Mystery,45612
28,Action,7305
12,Adventure,7305
18,Drama,7305
53,Thriller,7305
53,Thriller,3594
18,Drama,3594
9648,Mystery,3594
12,Adventure,157841
18,Drama,157841
10751,Family,157841
28,Action,11519
35,Comedy,11519
18,Drama,12920
10751,Family,12920
18,Drama,59
53,Thriller,59
80,Crime,59
28,Action,9335
53,Thriller,9335
80,Crime,9335
28,Action,12106
37,Western,12106
28,Action,11141
35,Comedy,11141
10749,Romance,11141
53,Thriller,11141
18,Drama,8649
28,Action,31867
878,Science Fiction,31867
53,Thriller,31867
80,Crime,31867
14,Fantasy,10253
18,Drama,10253
27,Horror,10253
28,Action,10253
53,Thriller,10253
878,Science Fiction,10253
14,Fantasy,3587
35,Comedy,3587
10751,Family,3587
35,Comedy,124459
16,Animation,24662
35,Comedy,24662
10751,Family,24662
10402,Music,24662
18,Drama,32274
10752,War,182
80,Crime,182
18,Drama,182
9648,Mystery,182
10749,Romance,182
53,Thriller,182
12,Adventure,5494
18,Drama,28
10752,War,28
35,Comedy,38073
18,Drama,38073
10749,Romance,38073
10402,Music,2054
18,Drama,2054
10751,Family,2054
28,Action,302156
18,Drama,606
18,Drama,87502
28,Action,698
12,Adventure,698
53,Thriller,698
878,Science Fiction,698
35,Comedy,120467
18,Drama,120467
18,Drama,11313
9648,Mystery,11313
35,Comedy,6488
27,Horror,6488
80,Crime,10559
18,Drama,10559
878,Science Fiction,10559
53,Thriller,10559
35,Comedy,296099
35,Comedy,8012
53,Thriller,8012
80,Crime,8012
28,Action,1574
35,Comedy,1574
80,Crime,1574
18,Drama,1574
10402,Music,1574
35,Comedy,9032
18,Drama,9032
35,Comedy,2770
10749,Romance,2770
16,Animation,862
35,Comedy,862
10751,Family,862
